RefNum,agerange,age,job,marital,education,balance,housing,loan,month,date,duration,deposit,lead,product,qualified ,contacted,won ,loanvalue,NPS
10023947,41-60,51,blue-collar,married,primary,1127,yes,yes,january,1/1/2018,47,286.01,0,no product,0,0,0,,
10023948,41-60,41,technician,married,secondary,871,yes,yes,february,2/1/2018,145,235.95,0,no product,0,0,0,,
10023949,41-60,41,technician,married,secondary,767,yes,yes,march,3/1/2018,204,0,0,no product,0,0,0,,
10023950,41-60,43,blue-collar,married,secondary,0,no,yes,april,4/1/2018,187,0,0,no product,0,0,0,,
10023951,18-30,30,services,single,secondary,209,yes,no,may,5/1/2018,30,0,0,no product,0,0,0,,
10023952,41-60,54,management,divorced,primary,0,no,no,june,6/1/2018,472,0,0,no product,0,0,0,,
10023953,41-60,43,blue-collar,divorced,secondary,110,yes,no,july,7/1/2018,448,,0,no product,0,0,0,,
10023954,41-60,59,management,divorced,tertiary,-76,yes,yes,august,8/1/2018,264,,0,no product,0,0,0,,
10023955,41-60,47,technician,married,,178,yes,yes,september,9/1/2018,169,,0,no product,0,0,0,,
10023956,31-40,40,blue-collar,married,primary,-66,yes,no,october,10/1/2018,288,,0,no product,0,0,0,,
10023957,31-40,32,technician,married,secondary,0,yes,no,november,11/1/2018,176,0,0,no product,0,0,0,,
10023958,18-30,29,blue-collar,married,secondary,1,yes,no,december,12/1/2018,215,0,0,no product,0,0,0,,
10023959,31-40,36,blue-collar,married,secondary,0,yes,no,january,1/1/2018,337,0,0,no product,0,0,0,,
10023960,41-60,55,unemployed,married,tertiary,5345,no,yes,february,2/1/2018,278,,0,no product,0,0,0,,
10023961,18-30,30,blue-collar,divorced,secondary,-209,yes,no,march,3/1/2018,188,,0,no product,0,0,0,,
10023962,31-40,39,admin.,single,secondary,0,yes,no,april,4/1/2018,174,0,0,no product,0,0,0,,
10023963,31-40,39,blue-collar,divorced,secondary,42,yes,no,may,5/1/2018,226,11.98,0,no product,0,0,0,,
10023964,41-60,50,blue-collar,divorced,secondary,41,yes,no,june,6/1/2018,190,,0,no product,0,0,0,,
10023965,41-60,44,blue-collar,married,secondary,-99,yes,yes,july,7/1/2018,111,,0,no product,0,0,0,,
10023966,31-40,37,technician,single,secondary,17,yes,no,august,8/1/2018,164,19.77,0,no product,0,0,0,,
10023967,41-60,46,admin.,married,primary,276,yes,yes,september,9/1/2018,157,,0,no product,0,0,0,,
10023968,31-40,32,technician,single,,-170,no,no,october,10/1/2018,46,,0,no product,0,0,0,,
10023969,31-40,37,management,single,tertiary,230,yes,no,november,11/1/2018,374,13.13,0,no product,0,0,0,,
10023970,18-30,29,blue-collar,married,secondary,9,yes,no,december,12/1/2018,349,26.64,0,no product,0,0,0,,
10023971,41-60,41,blue-collar,married,secondary,946,yes,yes,january,1/1/2018,325,319.76,0,no product,0,0,0,,
10023972,41-60,45,blue-collar,married,primary,1297,yes,yes,february,2/1/2018,233,,0,no product,0,0,0,,
10023973,41-60,57,retired,divorced,secondary,-331,yes,no,march,3/1/2018,531,,0,no product,0,0,0,,
10023974,41-60,48,blue-collar,single,secondary,44,yes,no,april,4/1/2018,153,7.42,0,no product,0,0,0,,
10023975,41-60,60,retired,married,secondary,15,no,yes,may,5/1/2018,80,29.83,0,no product,0,0,0,,
10023976,18-30,26,admin.,single,secondary,712,yes,no,june,6/1/2018,232,567.87,0,no product,0,0,0,,
10023977,41-60,58,retired,married,secondary,5435,yes,yes,july,7/1/2018,118,479.2,0,no product,0,0,0,,
10023978,31-40,34,admin.,married,secondary,507,yes,no,august,8/1/2018,190,127.87,0,no product,0,0,0,,
10023979,41-60,55,unemployed,divorced,secondary,387,yes,no,september,9/1/2018,918,0,0,no product,0,0,0,,
10023980,41-60,41,blue-collar,married,primary,0,yes,yes,october,10/1/2018,238,0,0,no product,0,0,0,,
10023981,41-60,50,management,divorced,secondary,1716,yes,no,november,11/1/2018,82,154.53,0,no product,0,0,0,,
10023982,41-60,49,entrepreneur,married,secondary,167,yes,yes,december,12/1/2018,198,23.59,0,no product,0,0,0,,
10023983,41-60,44,admin.,married,,40,no,yes,january,1/1/2018,160,22.21,0,no product,0,0,0,,
10023984,41-60,44,blue-collar,married,primary,148,yes,yes,february,2/1/2018,211,14.48,0,no product,0,0,0,,
10023985,31-40,31,technician,married,secondary,17,yes,no,march,3/1/2018,120,37.85,0,no product,0,0,0,,
10023986,31-40,34,blue-collar,single,tertiary,1011,yes,no,april,4/1/2018,136,358.68,0,no product,0,0,0,,
10023987,41-60,46,management,single,,1527,yes,no,may,5/1/2018,269,307.69,0,no product,0,0,0,,
10023988,41-60,42,management,married,tertiary,744,no,yes,june,6/1/2018,157,173.23,0,no product,0,0,0,,
10023989,41-60,52,admin.,married,secondary,484,yes,yes,july,7/1/2018,128,0,0,no product,0,0,0,,
10023990,18-30,29,management,single,tertiary,0,yes,no,august,8/1/2018,211,0,0,no product,0,0,0,,
10023991,41-60,53,retired,married,primary,136,yes,yes,september,9/1/2018,267,123,0,no product,0,0,0,,
10023992,41-60,43,blue-collar,married,secondary,1335,yes,yes,october,10/1/2018,371,239.83,0,no product,0,0,0,,
10023993,31-40,38,management,married,secondary,517,yes,no,november,11/1/2018,288,140.62,0,no product,0,0,0,,
10023994,41-60,46,management,married,tertiary,459,yes,yes,december,12/1/2018,221,144.91,0,no product,0,0,0,,
10023995,41-60,48,management,divorced,,549,yes,no,january,1/1/2018,427,61.62,0,no product,0,0,0,,
10023996,18-30,30,admin.,divorced,secondary,83,yes,no,february,2/1/2018,310,38.38,0,no product,0,0,0,,
10023997,41-60,44,blue-collar,married,primary,213,no,yes,march,3/1/2018,158,60.03,0,no product,0,0,0,,
10023998,31-40,31,housemaid,married,primary,203,yes,no,april,4/1/2018,604,93.61,0,no product,0,0,0,,
10023999,41-60,42,services,single,secondary,518,yes,no,may,5/1/2018,198,409.09,0,no product,0,0,0,,
10024000,31-40,40,management,single,tertiary,3877,yes,no,june,6/1/2018,145,631.93,0,no product,0,0,0,,
10024001,41-60,52,admin.,married,secondary,1236,yes,yes,july,7/1/2018,247,279.05,0,no product,0,0,0,,
10024002,41-60,45,blue-collar,divorced,secondary,756,yes,no,august,8/1/2018,179,99.45,0,no product,0,0,0,,
10024003,41-60,48,blue-collar,married,secondary,157,yes,yes,september,9/1/2018,73,,0,no product,0,0,0,,
10024004,41-60,45,blue-collar,married,primary,-66,yes,yes,october,10/1/2018,263,,0,no product,0,0,0,,
10024005,31-40,34,blue-collar,married,,245,yes,no,november,11/1/2018,13,,1,mortgage,1,1,1,4853,10
10024006,31-40,34,blue-collar,married,primary,-144,yes,no,december,12/1/2018,79,,1,mortgage,1,1,1,8675,10
10024007,41-60,46,blue-collar,married,secondary,71,yes,yes,january,1/1/2018,416,54.66,1,mortgage,1,1,1,9764,10
10024008,41-60,49,services,divorced,secondary,505,yes,no,february,2/1/2018,162,102.37,1,mortgage,1,1,1,2457,10
10024009,41-60,50,technician,married,primary,249,yes,yes,march,3/1/2018,129,0,1,mortgage,1,1,1,3678,10
10024010,31-40,34,admin.,single,secondary,0,yes,no,april,4/1/2018,150,0,1,mortgage,1,1,1,9765,10
10024011,31-40,40,unemployed,single,secondary,11,yes,no,may,5/1/2018,43,24.2,1,mortgage,1,1,1,7543,10
10024012,31-40,36,admin.,married,secondary,639,yes,no,june,6/1/2018,191,81.26,1,unsecured ,1,1,1,6689,10
10024013,41-60,59,blue-collar,divorced,,124,yes,no,july,7/1/2018,26,29.11,1,unsecured ,1,1,1,4376,10
10024014,41-60,45,blue-collar,married,secondary,82,yes,yes,august,8/1/2018,250,27.04,1,unsecured ,1,1,1,6895,10
10024015,31-40,36,self-employed,married,tertiary,107,yes,yes,september,9/1/2018,146,64.94,1,unsecured ,1,1,1,7632,10
10024016,41-60,56,services,married,secondary,473,yes,yes,october,10/1/2018,416,121.09,1,unsecured ,1,1,1,9753,9
10024017,41-60,42,services,divorced,secondary,372,yes,no,november,11/1/2018,121,37.76,1,unsecured ,1,1,1,2257,9
10024018,18-30,30,admin.,married,secondary,46,yes,no,december,12/1/2018,114,11.42,1,unsecured ,1,1,1,6895,9
10024019,18-30,30,student,single,tertiary,34,yes,no,january,1/1/2018,289,51.47,1,unsecured ,1,1,1,6895,9
10024020,41-60,47,self-employed,married,,935,yes,yes,february,2/1/2018,225,,1,unsecured ,1,1,1,7632,9
10024021,31-40,33,blue-collar,married,secondary,-10,yes,no,march,3/1/2018,123,,1,unsecured ,1,1,1,6895,9
10024022,31-40,36,admin.,married,secondary,-106,yes,no,april,4/1/2018,130,,1,unsecured ,1,1,1,7632,9
10024023,31-40,39,services,divorced,primary,471,yes,no,may,5/1/2018,161,174.75,1,unsecured ,1,1,1,9753,9
10024024,41-60,56,admin.,divorced,secondary,778,yes,no,june,6/1/2018,149,104.98,1,unsecured ,1,1,1,8675,9
10024025,31-40,39,blue-collar,divorced,,170,yes,no,july,7/1/2018,268,66.8,1,unsecured ,1,1,1,9764,9
10024026,41-60,42,technician,married,secondary,315,yes,yes,august,8/1/2018,259,288.24,1,mortgage,1,1,1,2457,9
10024027,41-60,52,blue-collar,married,secondary,3165,no,yes,september,9/1/2018,26,185.88,1,mortgage,1,1,1,3678,9
10024028,31-40,36,admin.,divorced,secondary,131,yes,no,october,10/1/2018,153,47.19,1,mortgage,1,1,1,9765,9
10024029,31-40,35,entrepreneur,married,secondary,204,yes,no,november,11/1/2018,424,37.56,1,mortgage,1,1,1,6895,9
10024030,41-60,47,technician,married,secondary,83,yes,yes,december,12/1/2018,179,0,1,mortgage,1,1,1,7632,9
10024031,41-60,59,services,divorced,secondary,0,yes,no,january,1/1/2018,97,0,1,mortgage,1,1,1,9753,9
10024032,41-60,57,blue-collar,married,primary,5431,yes,yes,february,2/1/2018,383,892.24,1,mortgage,1,1,1,2257,9
10024033,31-40,38,management,married,,1759,yes,no,march,3/1/2018,440,,1,mortgage,1,1,1,12353,9
10024034,41-60,46,unemployed,married,secondary,-125,yes,yes,april,4/1/2018,23,,1,mortgage,1,1,1,6895,9
10024035,31-40,34,blue-collar,married,secondary,0,no,no,may,5/1/2018,195,0,1,mortgage,1,1,1,7632,9
10024036,18-30,28,services,single,secondary,5090,yes,no,june,6/1/2018,1297,493,1,mortgage,1,1,1,9753,9
10024037,31-40,38,technician,married,,573,yes,no,july,7/1/2018,87,276.58,1,mortgage,1,1,1,2257,9
10024038,41-60,56,blue-collar,married,secondary,1602,yes,yes,august,8/1/2018,427,,1,mortgage,1,1,1,12353,9
10024039,41-60,41,blue-collar,single,primary,-137,yes,no,september,9/1/2018,189,,1,mortgage,1,1,1,2356,9
10024040,41-60,52,technician,married,,0,no,yes,october,10/1/2018,195,0,1,auto ,1,1,1,7654,9
10024041,41-60,54,services,married,secondary,193,no,yes,november,11/1/2018,179,56,1,auto ,1,1,1,7854,9
10024042,over 60,61,retired,married,secondary,195,yes,yes,december,12/1/2018,179,68.41,1,auto ,1,1,1,6895,9
10024043,41-60,53,entrepreneur,married,secondary,288,no,yes,january,1/1/2018,69,21.35,1,auto ,1,1,1,7632,9
10024044,41-60,47,technician,married,secondary,19,yes,yes,february,2/1/2018,105,6.29,1,auto ,1,1,1,9753,9
10024045,41-60,53,blue-collar,married,primary,25,yes,yes,march,3/1/2018,266,21.21,1,auto ,1,1,1,2257,9
10024046,41-60,46,services,married,secondary,216,yes,yes,april,4/1/2018,524,58.48,1,auto ,1,1,1,12353,9
10024047,31-40,39,blue-collar,divorced,primary,190,yes,no,may,5/1/2018,96,39.59,1,auto ,1,1,1,2356,9
10024048,41-60,56,technician,divorced,secondary,99,yes,no,june,6/1/2018,155,137.69,1,auto ,1,1,1,7654,9
10024049,41-60,55,services,divorced,primary,2298,yes,no,july,7/1/2018,162,57.06,1,auto ,1,1,1,7854,9
10024050,41-60,44,management,married,tertiary,17,yes,yes,august,8/1/2018,352,0,1,auto ,1,1,1,8954,9
10024051,31-40,37,technician,married,primary,0,yes,no,september,9/1/2018,76,0,1,auto ,1,1,1,3678,9
10024052,31-40,35,blue-collar,married,primary,0,yes,no,october,10/1/2018,154,0,1,auto ,1,1,1,4853,9
10024053,41-60,55,blue-collar,married,secondary,840,yes,yes,november,11/1/2018,310,158.3,1,auto ,1,1,1,8675,9
10024054,31-40,37,services,married,secondary,358,yes,no,december,12/1/2018,390,0,1,auto ,1,1,1,9764,9
10024055,18-30,30,technician,single,secondary,0,yes,no,january,1/1/2018,369,,1,mortgage,1,1,1,2457,9
10024056,31-40,37,blue-collar,married,primary,-325,yes,no,february,2/1/2018,112,,1,mortgage,1,1,1,3678,9
10024057,31-40,36,technician,single,secondary,-15,yes,no,march,3/1/2018,341,,1,mortgage,1,1,1,9765,9
10024058,31-40,38,technician,married,secondary,581,yes,no,april,4/1/2018,79,443.91,1,mortgage,1,1,1,7543,9
10024059,41-60,41,admin.,divorced,primary,4070,yes,no,may,5/1/2018,140,158.42,1,mortgage,1,1,1,6895,9
10024060,41-60,48,retired,married,secondary,74,no,yes,june,6/1/2018,315,29.49,1,mortgage,1,1,1,7632,9
10024061,41-60,55,services,divorced,secondary,141,yes,no,july,7/1/2018,262,32.34,1,mortgage,1,1,1,9753,9
10024062,18-30,28,services,divorced,secondary,89,no,no,august,8/1/2018,174,0,1,mortgage,1,1,1,6895,9
10024063,41-60,54,services,married,secondary,0,yes,yes,september,9/1/2018,138,0,1,mortgage,1,1,1,7632,9
10024064,18-30,30,blue-collar,married,secondary,450,no,no,october,10/1/2018,526,107.82,1,mortgage,1,1,1,9753,9
10024065,41-60,48,technician,married,tertiary,310,no,yes,november,11/1/2018,135,0,1,mortgage,1,1,1,4853,9
10024066,31-40,31,self-employed,married,secondary,0,yes,no,december,12/1/2018,36,0,1,mortgage,1,1,1,8675,9
10024067,31-40,38,blue-collar,married,secondary,384,yes,no,january,1/1/2018,1906,112.43,1,mortgage,1,1,1,9764,9
10024068,31-40,37,blue-collar,married,secondary,395,yes,no,february,2/1/2018,219,,1,mortgage,1,1,1,2457,9
10024069,31-40,37,services,single,,-118,yes,no,march,3/1/2018,147,,1,mortgage,1,1,1,3678,9
10024070,41-60,56,blue-collar,married,primary,5,yes,yes,april,4/1/2018,407,4.56,1,mortgage,1,1,1,9765,9
10024071,41-60,51,blue-collar,married,secondary,50,yes,yes,may,5/1/2018,121,34.46,1,mortgage,1,1,1,7543,9
10024072,31-40,39,blue-collar,married,secondary,285,yes,no,june,6/1/2018,209,18.87,1,mortgage,0,,0,6689,
10024073,41-60,49,technician,married,,15,no,yes,july,7/1/2018,92,28.57,1,mortgage,0,,0,4376,
10024074,41-60,51,blue-collar,married,primary,653,yes,yes,august,8/1/2018,208,223.51,1,mortgage,0,,0,6895,
10024075,41-60,43,self-employed,married,secondary,918,yes,yes,september,9/1/2018,193,136.34,1,mortgage,0,,0,7632,
10024076,31-40,32,services,married,secondary,243,yes,no,october,10/1/2018,144,90.56,1,mortgage,0,,0,9753,
10024077,18-30,29,technician,single,tertiary,405,yes,no,november,11/1/2018,65,211.71,1,mortgage,0,,0,2257,
10024078,41-60,48,management,divorced,tertiary,1328,yes,yes,december,12/1/2018,339,167.99,1,unsecured ,0,,0,6895,
10024079,41-60,55,services,married,primary,255,yes,yes,january,1/1/2018,285,268.67,1,unsecured ,0,,0,6895,
10024080,41-60,53,blue-collar,married,secondary,3397,yes,yes,february,2/1/2018,231,772.12,1,unsecured ,0,,0,7632,
10024081,41-60,47,technician,married,,2106,yes,yes,march,3/1/2018,168,710.57,1,unsecured ,0,,0,6895,
10024082,31-40,39,management,married,tertiary,2877,yes,yes,april,4/1/2018,278,119.94,1,unsecured ,0,,0,7632,
10024083,31-40,31,blue-collar,single,tertiary,60,yes,no,may,5/1/2018,389,105.5,1,unsecured ,0,,0,9753,
10024084,31-40,39,blue-collar,married,primary,2226,yes,no,june,6/1/2018,158,730.92,1,unsecured ,0,,0,8675,
10024085,31-40,40,blue-collar,married,primary,2880,yes,no,july,7/1/2018,145,,1,unsecured ,0,,0,9764,
10024086,31-40,40,technician,single,,-5,yes,no,august,8/1/2018,78,,1,unsecured ,0,,0,2457,
10024087,41-60,48,technician,married,secondary,147,no,yes,september,9/1/2018,142,9.26,1,unsecured ,0,,0,3678,
10024088,31-40,33,technician,divorced,secondary,7,yes,no,october,10/1/2018,87,7.97,1,unsecured ,0,,0,9765,
10024089,31-40,40,technician,married,secondary,109,yes,no,november,11/1/2018,147,,1,unsecured ,0,,0,6895,
10024090,41-60,59,retired,married,primary,-119,yes,yes,december,12/1/2018,289,,1,unsecured ,0,,0,7632,
10024091,18-30,30,technician,married,secondary,484,yes,no,january,1/1/2018,703,273.31,1,auto ,0,,0,9753,
10024092,31-40,31,management,single,tertiary,1852,yes,no,february,2/1/2018,170,286.81,1,auto ,0,,0,2257,
10024093,31-40,35,unemployed,married,secondary,533,yes,no,march,3/1/2018,802,30.54,1,auto ,0,,0,12353,
10024094,41-60,54,technician,divorced,secondary,21,yes,no,april,4/1/2018,381,65.26,1,auto ,0,,0,6895,
10024095,31-40,34,admin.,single,,2434,yes,no,may,5/1/2018,218,135.11,1,auto ,0,,0,7632,
10024096,31-40,32,technician,married,secondary,90,yes,no,june,6/1/2018,57,178.45,1,auto ,1,1,1,9753,9
10024097,41-60,56,admin.,divorced,,4246,yes,no,july,7/1/2018,304,373.85,1,auto ,1,1,1,2257,9
10024098,31-40,32,admin.,single,tertiary,395,yes,no,august,8/1/2018,241,22.22,1,auto ,1,1,1,12353,9
10024099,41-60,42,blue-collar,married,primary,15,yes,yes,september,9/1/2018,230,10.31,1,auto ,1,1,1,2356,9
10024100,31-40,33,services,married,tertiary,85,no,yes,october,10/1/2018,262,,1,auto ,1,1,1,7654,9
10024101,41-60,52,entrepreneur,married,tertiary,-184,yes,yes,november,11/1/2018,392,,1,auto ,1,1,1,7854,9
10024102,41-60,52,services,married,secondary,660,no,yes,december,12/1/2018,201,,1,auto ,1,1,1,6895,9
10024103,41-60,52,blue-collar,divorced,primary,-183,yes,no,january,1/1/2018,145,,1,auto ,1,1,1,7632,9
10024104,18-30,30,unemployed,divorced,secondary,1144,yes,no,february,2/1/2018,252,9.76,1,auto ,1,1,1,9753,9
10024105,41-60,44,services,divorced,secondary,1,yes,no,march,3/1/2018,235,2.4,1,auto ,1,1,1,2257,9
10024106,31-40,35,admin.,married,secondary,69,yes,no,april,4/1/2018,235,35.57,1,auto ,1,1,1,12353,9
10024107,41-60,55,management,single,secondary,220,yes,no,may,5/1/2018,328,78.02,1,auto ,1,1,1,2356,9
10024108,31-40,33,blue-collar,married,primary,332,yes,no,june,6/1/2018,116,81.49,1,auto ,1,1,1,7654,9
10024109,31-40,37,blue-collar,single,secondary,240,yes,no,july,7/1/2018,246,0,1,mortgage,1,1,1,7854,9
10024110,41-60,42,technician,single,secondary,0,yes,no,august,8/1/2018,293,0,1,mortgage,1,1,1,8954,9
10024111,41-60,43,unemployed,married,secondary,0,yes,yes,september,9/1/2018,37,0,1,mortgage,1,1,1,3678,9
10024112,31-40,38,entrepreneur,married,tertiary,898,yes,yes,october,10/1/2018,132,95.94,1,mortgage,1,1,1,4853,9
10024113,31-40,37,technician,married,secondary,123,yes,no,november,11/1/2018,530,50.82,1,mortgage,1,1,1,8675,9
10024114,31-40,31,student,single,secondary,252,yes,no,december,12/1/2018,175,36.95,1,mortgage,1,1,1,9764,9
10024115,41-60,41,management,married,tertiary,65,yes,yes,january,1/1/2018,524,,1,mortgage,1,1,1,2457,9
10024116,41-60,41,technician,married,secondary,-366,yes,yes,february,2/1/2018,29,,1,mortgage,1,1,1,3678,9
10024117,18-30,29,student,single,secondary,209,yes,no,march,3/1/2018,311,62.04,1,mortgage,1,1,1,9765,9
10024118,31-40,38,admin.,single,secondary,221,yes,no,april,4/1/2018,211,8.58,1,mortgage,1,1,1,7543,9
10024119,41-60,44,self-employed,divorced,tertiary,4,yes,yes,may,5/1/2018,312,5.89,1,mortgage,1,1,1,6895,9
10024120,31-40,39,admin.,married,secondary,104,yes,no,june,6/1/2018,412,52,1,mortgage,1,1,1,7632,9
10024121,18-30,28,technician,single,secondary,312,yes,no,july,7/1/2018,392,,1,mortgage,1,1,1,9753,9
10024122,31-40,33,blue-collar,married,secondary,-349,yes,no,august,8/1/2018,191,,1,mortgage,1,1,1,6895,9
10024123,41-60,41,services,married,,4,no,yes,september,9/1/2018,284,,1,mortgage,1,1,1,7632,9
10024124,31-40,40,blue-collar,married,primary,-322,yes,no,october,10/1/2018,144,,1,unsecured ,1,1,1,9753,8
10024125,18-30,29,admin.,married,secondary,-150,yes,no,november,11/1/2018,328,,1,unsecured ,1,1,1,3421,8
10024126,31-40,38,management,married,,1349,yes,no,december,12/1/2018,100,177.73,1,unsecured ,1,1,1,3473,8
10024127,31-40,32,admin.,married,tertiary,281,yes,yes,january,1/1/2018,226,171.7,1,unsecured ,1,1,1,2345,8
10024128,41-60,45,services,married,secondary,1259,yes,yes,february,2/1/2018,507,102.94,1,unsecured ,1,1,1,4324,8
10024129,31-40,33,admin.,single,secondary,101,yes,no,march,3/1/2018,392,84.48,1,unsecured ,1,1,1,3214,8
10024130,31-40,34,blue-collar,married,secondary,848,yes,no,april,4/1/2018,684,79.31,1,unsecured ,1,,0,2362,
10024131,41-60,41,entrepreneur,married,,89,yes,yes,may,5/1/2018,333,32.22,1,unsecured ,1,,0,2558,
10024132,41-60,41,blue-collar,married,secondary,140,yes,yes,june,6/1/2018,311,41.55,0,no product,0,0,0,2298,
10024133,31-40,35,admin.,single,secondary,148,yes,no,july,7/1/2018,128,49.67,0,no product,0,0,0,3397,
10024134,31-40,40,technician,single,secondary,200,yes,no,august,8/1/2018,322,27.69,0,no product,0,0,0,2106,
10024135,41-60,60,self-employed,married,primary,46,yes,yes,september,9/1/2018,202,27.76,0,no product,0,0,0,,
10024136,41-60,47,services,divorced,secondary,201,yes,no,october,10/1/2018,92,94.22,0,no product,0,0,0,,
10024137,41-60,46,blue-collar,married,primary,530,yes,yes,november,11/1/2018,739,0,0,no product,0,0,0,,
10024138,31-40,31,blue-collar,single,secondary,0,yes,no,december,12/1/2018,273,0,0,no product,0,0,0,,
10024139,41-60,49,self-employed,married,secondary,1,yes,yes,january,1/1/2018,260,1.89,1,mortgage,1,,0,4853,
10024140,18-30,29,blue-collar,married,secondary,43,yes,no,february,2/1/2018,268,,1,mortgage,1,,0,8675,
10024141,31-40,31,management,single,tertiary,-173,yes,no,march,3/1/2018,396,,1,mortgage,1,,0,9764,
10024142,31-40,38,management,married,tertiary,389,yes,yes,april,4/1/2018,262,83.48,1,mortgage,1,,0,2457,
10024143,31-40,37,blue-collar,married,primary,215,yes,no,may,5/1/2018,308,,1,mortgage,1,,0,3678,
10024144,31-40,35,technician,married,secondary,-131,yes,no,june,6/1/2018,467,,1,auto ,1,,0,9765,
10024145,31-40,31,management,single,secondary,783,yes,no,july,7/1/2018,320,0,1,auto ,1,,0,7543,
10024146,41-60,41,admin.,married,secondary,0,yes,yes,august,8/1/2018,160,0,1,auto ,1,,0,6689,
10024147,41-60,46,services,married,,80,yes,yes,september,9/1/2018,245,26.46,1,auto ,1,,0,4376,
10024148,31-40,40,services,divorced,secondary,105,yes,no,october,10/1/2018,189,39.91,1,auto ,1,,0,6895,
10024149,18-30,29,admin.,married,secondary,182,yes,no,november,11/1/2018,477,35.27,1,auto ,1,,0,7632,
10024150,41-60,49,admin.,married,secondary,82,yes,yes,december,12/1/2018,310,0,1,auto ,1,,0,9753,
10024151,41-60,42,management,married,tertiary,0,yes,yes,january,1/1/2018,65,0,0,no product,0,0,0,2257,
10024152,41-60,54,services,married,secondary,510,yes,yes,february,2/1/2018,196,101.41,0,no product,0,0,0,6895,
10024153,31-40,40,management,single,tertiary,242,yes,no,march,3/1/2018,221,70.15,0,no product,0,0,0,6895,
10024154,41-60,53,admin.,married,secondary,244,yes,yes,april,4/1/2018,197,43.25,0,no product,0,0,0,7632,
10024155,41-60,49,management,married,tertiary,92,yes,yes,may,5/1/2018,221,0,0,no product,0,0,0,6895,
10024156,31-40,40,blue-collar,married,primary,0,yes,no,june,6/1/2018,64,0,0,no product,0,0,0,7632,
10024157,18-30,29,student,single,secondary,948,yes,no,july,7/1/2018,75,42.63,0,no product,0,0,0,9753,
10024158,31-40,36,blue-collar,married,primary,23,yes,no,august,8/1/2018,400,36.89,0,no product,0,0,0,8675,
10024159,31-40,37,technician,married,secondary,710,yes,no,september,9/1/2018,378,267.01,0,no product,0,0,0,9764,
10024160,31-40,39,services,married,secondary,1205,yes,no,october,10/1/2018,118,192.23,0,no product,0,0,0,2457,
10024161,31-40,36,technician,married,secondary,368,yes,no,november,11/1/2018,1597,223.65,0,no product,0,0,0,3678,
10024162,41-60,44,entrepreneur,married,tertiary,1631,yes,yes,december,12/1/2018,346,28.56,0,no product,0,0,0,9765,
10024163,31-40,40,admin.,married,secondary,6,yes,no,january,1/1/2018,60,3.61,0,no product,0,0,0,6895,
10024164,41-60,49,blue-collar,married,secondary,26,yes,yes,february,2/1/2018,276,,0,no product,0,0,0,7632,
10024165,18-30,30,technician,single,,-48,yes,no,march,3/1/2018,152,,0,no product,0,0,0,9753,
10024166,41-60,57,management,married,tertiary,2142,yes,yes,april,4/1/2018,251,117.24,0,no product,0,0,0,2257,
10024167,18-30,24,services,single,secondary,77,yes,no,may,5/1/2018,390,50.73,0,no product,0,0,0,12353,
10024168,41-60,46,blue-collar,married,,401,yes,yes,june,6/1/2018,306,26.49,0,no product,0,0,0,6895,
10024169,31-40,33,admin.,married,secondary,21,no,no,july,7/1/2018,189,0,0,no product,0,0,0,7632,
10024170,41-60,43,services,divorced,secondary,0,yes,no,august,8/1/2018,125,,0,no product,0,0,0,9753,
10024171,41-60,43,admin.,single,secondary,-497,yes,no,september,9/1/2018,234,,0,no product,0,0,0,2257,
10024172,31-40,40,blue-collar,divorced,primary,369,no,no,october,10/1/2018,79,48.97,0,no product,0,0,0,12353,
10024173,41-60,44,technician,single,,78,yes,no,november,11/1/2018,13,38.33,0,no product,0,0,0,2356,
10024174,31-40,35,technician,single,tertiary,226,yes,no,december,12/1/2018,283,97.33,0,no product,0,0,0,7654,
10024175,41-60,47,technician,married,secondary,503,yes,yes,january,1/1/2018,109,124.87,0,no product,0,0,0,7854,
10024176,31-40,33,blue-collar,married,secondary,372,yes,no,february,2/1/2018,132,0,0,no product,0,0,0,6895,
10024177,31-40,31,admin.,married,secondary,0,yes,no,march,3/1/2018,144,0,0,no product,0,0,0,7632,
10024178,31-40,40,blue-collar,divorced,secondary,0,yes,no,april,4/1/2018,121,0,0,no product,0,0,0,9753,
10024179,31-40,36,entrepreneur,married,tertiary,125,yes,yes,may,5/1/2018,95,6.45,0,no product,0,0,0,2257,
10024180,41-60,56,retired,divorced,primary,4,yes,no,june,6/1/2018,31,11.82,0,no product,0,0,0,12353,
10024181,31-40,40,admin.,single,,419,yes,no,july,7/1/2018,112,106.03,0,no product,0,0,0,2356,
10024182,41-60,41,admin.,divorced,secondary,322,yes,no,august,8/1/2018,87,90.17,0,no product,0,0,0,7654,
10024183,41-60,53,retired,married,secondary,303,yes,yes,september,9/1/2018,593,123.8,0,no product,0,0,0,7854,
10024184,31-40,39,blue-collar,married,secondary,607,yes,no,october,10/1/2018,99,171.14,0,no product,0,0,0,8954,
10024185,41-60,44,blue-collar,divorced,secondary,579,yes,no,november,11/1/2018,198,383.43,0,no product,0,0,0,3678,
10024186,31-40,38,admin.,married,secondary,3047,yes,no,december,12/1/2018,285,145.17,1,auto ,0,,0,4853,
10024187,41-60,54,technician,divorced,secondary,83,yes,no,january,1/1/2018,190,21.69,1,mortgage,0,,0,8675,
10024188,41-60,58,management,married,tertiary,68,yes,yes,february,2/1/2018,172,18.13,1,mortgage,1,,0,9764,
