"","RefNum","agerange","age","job","marital","education","balance","housing","loan","month","date","duration","deposit","lead","product","qualified","contacted","won","loanvalue"
"557",10024023,"31-40",39,"services","divorced","primary",471,"yes","no","may",2018-05-01,161,174.75,1,"unsecured ",1,1,1,9753
"558",10024024,"41-60",56,"admin.","divorced","secondary",778,"yes","no","june",2018-06-01,149,104.98,1,"unsecured ",1,1,1,8675
"560",10024026,"41-60",42,"technician","married","secondary",315,"yes","yes","august",2018-08-01,259,288.24,1,"mortgage",1,1,1,2457
"561",10024027,"41-60",52,"blue-collar","married","secondary",3165,"no","yes","september",2018-09-01,26,185.88,1,"mortgage",1,1,1,3678
"562",10024028,"31-40",36,"admin.","divorced","secondary",131,"yes","no","october",2018-10-01,153,47.19,1,"mortgage",1,1,1,9765
"563",10024029,"31-40",35,"entrepreneur","married","secondary",204,"yes","no","november",2018-11-01,424,37.56,1,"mortgage",1,1,1,6895
"564",10024030,"41-60",47,"technician","married","secondary",83,"yes","yes","december",2018-12-01,179,0,1,"mortgage",1,1,1,7632
"565",10024031,"41-60",59,"services","divorced","secondary",0,"yes","no","january",2018-01-01,97,0,1,"mortgage",1,1,1,9753
"566",10024032,"41-60",57,"blue-collar","married","primary",5431,"yes","yes","february",2018-02-01,383,892.24,1,"mortgage",1,1,1,2257
"569",10024035,"31-40",34,"blue-collar","married","secondary",0,"no","no","may",2018-05-01,195,0,1,"mortgage",1,1,1,7632
"570",10024036,"18-30",28,"services","single","secondary",5090,"yes","no","june",2018-06-01,1297,493,1,"mortgage",1,1,1,9753
"575",10024041,"41-60",54,"services","married","secondary",193,"no","yes","november",2018-11-01,179,56,1,"auto ",1,1,1,7854
"576",10024042,"over 60",61,"retired","married","secondary",195,"yes","yes","december",2018-12-01,179,68.41,1,"auto ",1,1,1,6895
"577",10024043,"41-60",53,"entrepreneur","married","secondary",288,"no","yes","january",2018-01-01,69,21.35,1,"auto ",1,1,1,7632
"578",10024044,"41-60",47,"technician","married","secondary",19,"yes","yes","february",2018-02-01,105,6.29,1,"auto ",1,1,1,9753
"579",10024045,"41-60",53,"blue-collar","married","primary",25,"yes","yes","march",2018-03-01,266,21.21,1,"auto ",1,1,1,2257
"580",10024046,"41-60",46,"services","married","secondary",216,"yes","yes","april",2018-04-01,524,58.48,1,"auto ",1,1,1,12353
"581",10024047,"31-40",39,"blue-collar","divorced","primary",190,"yes","no","may",2018-05-01,96,39.59,1,"auto ",1,1,1,2356
"582",10024048,"41-60",56,"technician","divorced","secondary",99,"yes","no","june",2018-06-01,155,137.69,1,"auto ",1,1,1,7654
"583",10024049,"41-60",55,"services","divorced","primary",2298,"yes","no","july",2018-07-01,162,57.06,1,"auto ",1,1,1,7854
"584",10024050,"41-60",44,"management","married","tertiary",17,"yes","yes","august",2018-08-01,352,0,1,"auto ",1,1,1,8954
"585",10024051,"31-40",37,"technician","married","primary",0,"yes","no","september",2018-09-01,76,0,1,"auto ",1,1,1,3678
"586",10024052,"31-40",35,"blue-collar","married","primary",0,"yes","no","october",2018-10-01,154,0,1,"auto ",1,1,1,4853
"587",10024053,"41-60",55,"blue-collar","married","secondary",840,"yes","yes","november",2018-11-01,310,158.3,1,"auto ",1,1,1,8675
"588",10024054,"31-40",37,"services","married","secondary",358,"yes","no","december",2018-12-01,390,0,1,"auto ",1,1,1,9764
"592",10024058,"31-40",38,"technician","married","secondary",581,"yes","no","april",2018-04-01,79,443.91,1,"mortgage",1,1,1,7543
"593",10024059,"41-60",41,"admin.","divorced","primary",4070,"yes","no","may",2018-05-01,140,158.42,1,"mortgage",1,1,1,6895
"594",10024060,"41-60",48,"retired","married","secondary",74,"no","yes","june",2018-06-01,315,29.49,1,"mortgage",1,1,1,7632
"595",10024061,"41-60",55,"services","divorced","secondary",141,"yes","no","july",2018-07-01,262,32.34,1,"mortgage",1,1,1,9753
"596",10024062,"18-30",28,"services","divorced","secondary",89,"no","no","august",2018-08-01,174,0,1,"mortgage",1,1,1,6895
"597",10024063,"41-60",54,"services","married","secondary",0,"yes","yes","september",2018-09-01,138,0,1,"mortgage",1,1,1,7632
"598",10024064,"18-30",30,"blue-collar","married","secondary",450,"no","no","october",2018-10-01,526,107.82,1,"mortgage",1,1,1,9753
"599",10024065,"41-60",48,"technician","married","tertiary",310,"no","yes","november",2018-11-01,135,0,1,"mortgage",1,1,1,4853
"600",10024066,"31-40",31,"self-employed","married","secondary",0,"yes","no","december",2018-12-01,36,0,1,"mortgage",1,1,1,8675
"601",10024067,"31-40",38,"blue-collar","married","secondary",384,"yes","no","january",2018-01-01,1906,112.43,1,"mortgage",1,1,1,9764
"604",10024070,"41-60",56,"blue-collar","married","primary",5,"yes","yes","april",2018-04-01,407,4.56,1,"mortgage",1,1,1,9765
"605",10024071,"41-60",51,"blue-collar","married","secondary",50,"yes","yes","may",2018-05-01,121,34.46,1,"mortgage",1,1,1,7543
"606",10024072,"31-40",39,"blue-collar","married","secondary",285,"yes","no","june",2018-06-01,209,18.87,1,"mortgage",0,0,0,6689
"608",10024074,"41-60",51,"blue-collar","married","primary",653,"yes","yes","august",2018-08-01,208,223.51,1,"mortgage",0,0,0,6895
"609",10024075,"41-60",43,"self-employed","married","secondary",918,"yes","yes","september",2018-09-01,193,136.34,1,"mortgage",0,0,0,7632
"610",10024076,"31-40",32,"services","married","secondary",243,"yes","no","october",2018-10-01,144,90.56,1,"mortgage",0,0,0,9753
"611",10024077,"18-30",29,"technician","single","tertiary",405,"yes","no","november",2018-11-01,65,211.71,1,"mortgage",0,0,0,2257
"612",10024078,"41-60",48,"management","divorced","tertiary",1328,"yes","yes","december",2018-12-01,339,167.99,1,"unsecured ",0,0,0,6895
"613",10024079,"41-60",55,"services","married","primary",255,"yes","yes","january",2018-01-01,285,268.67,1,"unsecured ",0,0,0,6895
"614",10024080,"41-60",53,"blue-collar","married","secondary",3397,"yes","yes","february",2018-02-01,231,772.12,1,"unsecured ",0,0,0,7632
"616",10024082,"31-40",39,"management","married","tertiary",2877,"yes","yes","april",2018-04-01,278,119.94,1,"unsecured ",0,0,0,7632
"617",10024083,"31-40",31,"blue-collar","single","tertiary",60,"yes","no","may",2018-05-01,389,105.5,1,"unsecured ",0,0,0,9753
"618",10024084,"31-40",39,"blue-collar","married","primary",2226,"yes","no","june",2018-06-01,158,730.92,1,"unsecured ",0,0,0,8675
"621",10024087,"41-60",48,"technician","married","secondary",147,"no","yes","september",2018-09-01,142,9.26,1,"unsecured ",0,0,0,3678
"622",10024088,"31-40",33,"technician","divorced","secondary",7,"yes","no","october",2018-10-01,87,7.97,1,"unsecured ",0,0,0,9765
"625",10024091,"18-30",30,"technician","married","secondary",484,"yes","no","january",2018-01-01,703,273.31,1,"auto ",0,0,0,9753
"626",10024092,"31-40",31,"management","single","tertiary",1852,"yes","no","february",2018-02-01,170,286.81,1,"auto ",0,0,0,2257
"627",10024093,"31-40",35,"unemployed","married","secondary",533,"yes","no","march",2018-03-01,802,30.54,1,"auto ",0,0,0,12353
"628",10024094,"41-60",54,"technician","divorced","secondary",21,"yes","no","april",2018-04-01,381,65.26,1,"auto ",0,0,0,6895
"630",10024096,"31-40",32,"technician","married","secondary",90,"yes","no","june",2018-06-01,57,178.45,1,"auto ",1,1,1,9753
"632",10024098,"31-40",32,"admin.","single","tertiary",395,"yes","no","august",2018-08-01,241,22.22,1,"auto ",1,1,1,12353
"633",10024099,"41-60",42,"blue-collar","married","primary",15,"yes","yes","september",2018-09-01,230,10.31,1,"auto ",1,1,1,2356
"638",10024104,"18-30",30,"unemployed","divorced","secondary",1144,"yes","no","february",2018-02-01,252,9.76,1,"auto ",1,1,1,9753
"639",10024105,"41-60",44,"services","divorced","secondary",1,"yes","no","march",2018-03-01,235,2.4,1,"auto ",1,1,1,2257
"640",10024106,"31-40",35,"admin.","married","secondary",69,"yes","no","april",2018-04-01,235,35.57,1,"auto ",1,1,1,12353
"641",10024107,"41-60",55,"management","single","secondary",220,"yes","no","may",2018-05-01,328,78.02,1,"auto ",1,1,1,2356
"642",10024108,"31-40",33,"blue-collar","married","primary",332,"yes","no","june",2018-06-01,116,81.49,1,"auto ",1,1,1,7654
"643",10024109,"31-40",37,"blue-collar","single","secondary",240,"yes","no","july",2018-07-01,246,0,1,"mortgage",1,1,1,7854
"644",10024110,"41-60",42,"technician","single","secondary",0,"yes","no","august",2018-08-01,293,0,1,"mortgage",1,1,1,8954
"645",10024111,"41-60",43,"unemployed","married","secondary",0,"yes","yes","september",2018-09-01,37,0,1,"mortgage",1,1,1,3678
"646",10024112,"31-40",38,"entrepreneur","married","tertiary",898,"yes","yes","october",2018-10-01,132,95.94,1,"mortgage",1,1,1,4853
"647",10024113,"31-40",37,"technician","married","secondary",123,"yes","no","november",2018-11-01,530,50.82,1,"mortgage",1,1,1,8675
"648",10024114,"31-40",31,"student","single","secondary",252,"yes","no","december",2018-12-01,175,36.95,1,"mortgage",1,1,1,9764
"651",10024117,"18-30",29,"student","single","secondary",209,"yes","no","march",2018-03-01,311,62.04,1,"mortgage",1,1,1,9765
"652",10024118,"31-40",38,"admin.","single","secondary",221,"yes","no","april",2018-04-01,211,8.58,1,"mortgage",1,1,1,7543
"653",10024119,"41-60",44,"self-employed","divorced","tertiary",4,"yes","yes","may",2018-05-01,312,5.89,1,"mortgage",1,1,1,6895
"654",10024120,"31-40",39,"admin.","married","secondary",104,"yes","no","june",2018-06-01,412,52,1,"mortgage",1,1,1,7632
"661",10024127,"31-40",32,"admin.","married","tertiary",281,"yes","yes","january",2018-01-01,226,171.7,1,"unsecured ",1,1,1,2345
"662",10024128,"41-60",45,"services","married","secondary",1259,"yes","yes","february",2018-02-01,507,102.94,1,"unsecured ",1,1,1,4324
"663",10024129,"31-40",33,"admin.","single","secondary",101,"yes","no","march",2018-03-01,392,84.48,1,"unsecured ",1,1,1,3214
"664",10024130,"31-40",34,"blue-collar","married","secondary",848,"yes","no","april",2018-04-01,684,79.31,1,"unsecured ",1,1,0,2362
"666",10024132,"41-60",41,"blue-collar","married","secondary",140,"yes","yes","june",2018-06-01,311,41.55,0,"no product",0,0,0,2298
"667",10024133,"31-40",35,"admin.","single","secondary",148,"yes","no","july",2018-07-01,128,49.67,0,"no product",0,0,0,3397
"668",10024134,"31-40",40,"technician","single","secondary",200,"yes","no","august",2018-08-01,322,27.69,0,"no product",0,0,0,2106
"669",10024135,"41-60",60,"self-employed","married","primary",46,"yes","yes","september",2018-09-01,202,27.76,0,"no product",0,0,0,6371.81102362205
"670",10024136,"41-60",47,"services","divorced","secondary",201,"yes","no","october",2018-10-01,92,94.22,0,"no product",0,0,0,6371.81102362205
"671",10024137,"41-60",46,"blue-collar","married","primary",530,"yes","yes","november",2018-11-01,739,0,0,"no product",0,0,0,6371.81102362205
"672",10024138,"31-40",31,"blue-collar","single","secondary",0,"yes","no","december",2018-12-01,273,0,0,"no product",0,0,0,6371.81102362205
"673",10024139,"41-60",49,"self-employed","married","secondary",1,"yes","yes","january",2018-01-01,260,1.89,1,"mortgage",1,1,0,4853
"676",10024142,"31-40",38,"management","married","tertiary",389,"yes","yes","april",2018-04-01,262,83.48,1,"mortgage",1,1,0,2457
"679",10024145,"31-40",31,"management","single","secondary",783,"yes","no","july",2018-07-01,320,0,1,"auto ",1,1,0,7543
"680",10024146,"41-60",41,"admin.","married","secondary",0,"yes","yes","august",2018-08-01,160,0,1,"auto ",1,1,0,6689
"682",10024148,"31-40",40,"services","divorced","secondary",105,"yes","no","october",2018-10-01,189,39.91,1,"auto ",1,1,0,6895
"683",10024149,"18-30",29,"admin.","married","secondary",182,"yes","no","november",2018-11-01,477,35.27,1,"auto ",1,1,0,7632
"684",10024150,"41-60",49,"admin.","married","secondary",82,"yes","yes","december",2018-12-01,310,0,1,"auto ",1,1,0,9753
"685",10024151,"41-60",42,"management","married","tertiary",0,"yes","yes","january",2018-01-01,65,0,0,"no product",0,0,0,2257
"686",10024152,"41-60",54,"services","married","secondary",510,"yes","yes","february",2018-02-01,196,101.41,0,"no product",0,0,0,6895
"687",10024153,"31-40",40,"management","single","tertiary",242,"yes","no","march",2018-03-01,221,70.15,0,"no product",0,0,0,6895
"688",10024154,"41-60",53,"admin.","married","secondary",244,"yes","yes","april",2018-04-01,197,43.25,0,"no product",0,0,0,7632
"689",10024155,"41-60",49,"management","married","tertiary",92,"yes","yes","may",2018-05-01,221,0,0,"no product",0,0,0,6895
"690",10024156,"31-40",40,"blue-collar","married","primary",0,"yes","no","june",2018-06-01,64,0,0,"no product",0,0,0,7632
"691",10024157,"18-30",29,"student","single","secondary",948,"yes","no","july",2018-07-01,75,42.63,0,"no product",0,0,0,9753
"692",10024158,"31-40",36,"blue-collar","married","primary",23,"yes","no","august",2018-08-01,400,36.89,0,"no product",0,0,0,8675
"693",10024159,"31-40",37,"technician","married","secondary",710,"yes","no","september",2018-09-01,378,267.01,0,"no product",0,0,0,9764
"694",10024160,"31-40",39,"services","married","secondary",1205,"yes","no","october",2018-10-01,118,192.23,0,"no product",0,0,0,2457
"695",10024161,"31-40",36,"technician","married","secondary",368,"yes","no","november",2018-11-01,1597,223.65,0,"no product",0,0,0,3678
"696",10024162,"41-60",44,"entrepreneur","married","tertiary",1631,"yes","yes","december",2018-12-01,346,28.56,0,"no product",0,0,0,9765
"697",10024163,"31-40",40,"admin.","married","secondary",6,"yes","no","january",2018-01-01,60,3.61,0,"no product",0,0,0,6895
"700",10024166,"41-60",57,"management","married","tertiary",2142,"yes","yes","april",2018-04-01,251,117.24,0,"no product",0,0,0,2257
"701",10024167,"18-30",24,"services","single","secondary",77,"yes","no","may",2018-05-01,390,50.73,0,"no product",0,0,0,12353
"703",10024169,"31-40",33,"admin.","married","secondary",21,"no","no","july",2018-07-01,189,0,0,"no product",0,0,0,7632
"706",10024172,"31-40",40,"blue-collar","divorced","primary",369,"no","no","october",2018-10-01,79,48.97,0,"no product",0,0,0,12353
"708",10024174,"31-40",35,"technician","single","tertiary",226,"yes","no","december",2018-12-01,283,97.33,0,"no product",0,0,0,7654
"709",10024175,"41-60",47,"technician","married","secondary",503,"yes","yes","january",2018-01-01,109,124.87,0,"no product",0,0,0,7854
"710",10024176,"31-40",33,"blue-collar","married","secondary",372,"yes","no","february",2018-02-01,132,0,0,"no product",0,0,0,6895
"711",10024177,"31-40",31,"admin.","married","secondary",0,"yes","no","march",2018-03-01,144,0,0,"no product",0,0,0,7632
"712",10024178,"31-40",40,"blue-collar","divorced","secondary",0,"yes","no","april",2018-04-01,121,0,0,"no product",0,0,0,9753
"713",10024179,"31-40",36,"entrepreneur","married","tertiary",125,"yes","yes","may",2018-05-01,95,6.45,0,"no product",0,0,0,2257
"714",10024180,"41-60",56,"retired","divorced","primary",4,"yes","no","june",2018-06-01,31,11.82,0,"no product",0,0,0,12353
"716",10024182,"41-60",41,"admin.","divorced","secondary",322,"yes","no","august",2018-08-01,87,90.17,0,"no product",0,0,0,7654
"717",10024183,"41-60",53,"retired","married","secondary",303,"yes","yes","september",2018-09-01,593,123.8,0,"no product",0,0,0,7854
"718",10024184,"31-40",39,"blue-collar","married","secondary",607,"yes","no","october",2018-10-01,99,171.14,0,"no product",0,0,0,8954
"719",10024185,"41-60",44,"blue-collar","divorced","secondary",579,"yes","no","november",2018-11-01,198,383.43,0,"no product",0,0,0,3678
"720",10024186,"31-40",38,"admin.","married","secondary",3047,"yes","no","december",2018-12-01,285,145.17,1,"auto ",0,0,0,4853
"721",10024187,"41-60",54,"technician","divorced","secondary",83,"yes","no","january",2018-01-01,190,21.69,1,"mortgage",0,0,0,8675
"722",10024188,"41-60",58,"management","married","tertiary",68,"yes","yes","february",2018-02-01,172,18.13,1,"mortgage",1,1,0,9764
"723",10024189,"41-60",52,"blue-collar","married","primary",58,"yes","yes","march",2018-03-01,213,34.83,1,"mortgage",1,1,0,2457
"724",10024190,"18-30",28,"admin.","single","secondary",251,"yes","no","april",2018-04-01,178,119.96,1,"mortgage",1,1,0,3678
"725",10024191,"31-40",36,"blue-collar","married","secondary",688,"yes","no","may",2018-05-01,174,144.46,1,"mortgage",1,1,0,9765
"726",10024192,"41-60",60,"retired","married","primary",364,"yes","yes","june",2018-06-01,631,40.85,1,"mortgage",1,1,1,7543
"727",10024193,"41-60",42,"services","divorced","secondary",55,"yes","no","july",2018-07-01,176,21.52,1,"auto ",1,1,1,6895
"728",10024194,"41-60",42,"admin.","married","secondary",101,"yes","yes","august",2018-08-01,32,29.73,1,"auto ",1,1,1,7632
"729",10024195,"41-60",44,"management","married","tertiary",105,"yes","yes","september",2018-09-01,1529,53.33,1,"auto ",1,1,1,9753
"730",10024196,"41-60",51,"blue-collar","divorced","primary",325,"yes","no","october",2018-10-01,254,73.23,1,"auto ",1,1,1,6895
"731",10024197,"41-60",49,"blue-collar","married","primary",198,"yes","yes","november",2018-11-01,200,58.72,1,"auto ",1,1,1,7632
"733",10024199,"31-40",37,"blue-collar","married","secondary",183,"yes","no","january",2018-01-01,112,40.02,1,"auto ",1,1,1,2558
"734",10024200,"31-40",34,"management","married","tertiary",105,"yes","yes","february",2018-02-01,314,30.88,1,"auto ",1,1,1,2298
"735",10024201,"31-40",35,"services","married","secondary",109,"yes","no","march",2018-03-01,597,58.44,1,"unsecured ",1,1,1,3397
"738",10024204,"41-60",55,"technician","married","secondary",0,"no","yes","june",2018-06-01,160,0,1,"unsecured ",1,1,1,2689
"739",10024205,"41-60",55,"retired","married","secondary",143,"yes","yes","july",2018-07-01,42,80.96,1,"unsecured ",1,1,1,4384
"740",10024206,"31-40",35,"management","single","tertiary",550,"yes","no","august",2018-08-01,55,86.17,1,"mortgage",1,1,1,4080
"741",10024207,"41-60",57,"blue-collar","married","primary",162,"yes","yes","september",2018-09-01,155,39.4,1,"mortgage",1,1,1,2127
"742",10024208,"41-60",53,"management","married","tertiary",115,"yes","yes","october",2018-10-01,336,70.05,1,"mortgage",1,1,1,5699
"743",10024209,"41-60",41,"blue-collar","married","primary",512,"yes","yes","november",2018-11-01,233,185.56,1,"mortgage",1,1,1,3237
"746",10024212,"41-60",43,"blue-collar","married","primary",1211,"yes","yes","february",2018-02-01,208,26.58,1,"unsecured ",1,1,1,3397
"748",10024214,"31-40",31,"entrepreneur","married","tertiary",281,"yes","yes","april",2018-04-01,206,45.39,1,"unsecured ",1,1,1,5699
"749",10024215,"31-40",37,"blue-collar","single","secondary",88,"yes","no","may",2018-05-01,128,15.32,1,"unsecured ",1,1,1,3237
"750",10024216,"18-30",30,"management","married","tertiary",32,"yes","yes","june",2018-06-01,122,17.51,1,"unsecured ",1,1,1,2558
"751",10024217,"18-30",30,"admin.","single","secondary",115,"yes","no","july",2018-07-01,66,49.34,1,"unsecured ",1,1,1,2298
"752",10024218,"41-60",54,"blue-collar","married","secondary",254,"yes","yes","august",2018-08-01,66,55.21,1,"unsecured ",1,1,1,5699
"753",10024219,"31-40",36,"management","married","tertiary",144,"yes","yes","september",2018-09-01,164,67.79,1,"mortgage",1,1,1,3237
"754",10024220,"41-60",55,"unemployed","married","tertiary",383,"no","yes","october",2018-10-01,343,134.76,1,"mortgage",1,1,1,2558
"755",10024221,"31-40",37,"admin.","single","secondary",569,"yes","no","november",2018-11-01,126,0,1,"mortgage",1,1,1,2298
"756",10024222,"31-40",38,"housemaid","married","secondary",0,"yes","no","december",2018-12-01,59,0,1,"mortgage",1,1,1,4853
"757",10024223,"41-60",48,"admin.","married","secondary",3754,"yes","yes","january",2018-01-01,249,1471.33,1,"mortgage",1,1,1,8675
"758",10024224,"41-60",55,"housemaid","divorced","tertiary",6920,"yes","yes","february",2018-02-01,406,420.76,1,"mortgage",1,1,1,9764
"761",10024227,"31-40",33,"blue-collar","divorced","secondary",60,"no","no","may",2018-05-01,190,18.3,1,"auto ",1,1,1,9765
"762",10024228,"41-60",44,"blue-collar","married","primary",67,"yes","yes","june",2018-06-01,220,47.38,1,"unsecured ",1,1,1,7543
"763",10024229,"41-60",57,"technician","married","secondary",402,"yes","yes","july",2018-07-01,153,163.71,1,"auto ",1,1,1,6689
"764",10024230,"18-30",30,"self-employed","single","tertiary",800,"no","no","august",2018-08-01,95,126.23,1,"unsecured ",1,1,1,4376
"765",10024231,"41-60",42,"technician","married","tertiary",239,"yes","yes","september",2018-09-01,191,91.57,1,"unsecured ",1,1,1,6895
"766",10024232,"41-60",51,"blue-collar","divorced","secondary",421,"yes","no","october",2018-10-01,216,75.16,1,"unsecured ",1,1,1,7632
"767",10024233,"41-60",44,"admin.","divorced","secondary",161,"yes","no","november",2018-11-01,89,62.27,1,"unsecured ",1,1,1,9753
"768",10024234,"41-60",46,"technician","married","secondary",289,"no","yes","december",2018-12-01,51,51.47,1,"unsecured ",1,1,1,2257
"769",10024235,"18-30",29,"student","single","secondary",110,"yes","no","january",2018-01-01,169,47.39,1,"unsecured ",1,1,1,6895
"770",10024236,"31-40",39,"blue-collar","married","primary",245,"yes","no","february",2018-02-01,148,0,1,"unsecured ",1,1,1,6895
"771",10024237,"41-60",42,"services","married","secondary",0,"yes","yes","march",2018-03-01,132,0,1,"unsecured ",1,1,1,7632
"772",10024238,"41-60",50,"blue-collar","married","primary",156,"yes","yes","april",2018-04-01,117,0,1,"unsecured ",1,1,1,6895
"773",10024239,"41-60",42,"technician","single","secondary",0,"yes","no","may",2018-05-01,275,0,1,"unsecured ",1,1,1,7632
"774",10024240,"31-40",39,"admin.","married","secondary",20,"yes","no","june",2018-06-01,124,12.38,1,"unsecured ",1,1,1,9753
"775",10024241,"41-60",55,"technician","single","tertiary",92,"yes","yes","july",2018-07-01,118,26.12,1,"unsecured ",1,1,1,8675
"776",10024242,"41-60",46,"services","married","secondary",89,"yes","yes","august",2018-08-01,479,35.09,1,"auto ",1,1,1,9764
"777",10024243,"41-60",42,"blue-collar","married","secondary",166,"yes","yes","september",2018-09-01,285,37.75,1,"business",1,1,1,2457
"780",10024246,"41-60",42,"admin.","married","secondary",445,"yes","yes","december",2018-12-01,202,12.18,0,"no product",0,0,0,6895
"781",10024247,"18-30",30,"admin.","married","secondary",4,"no","no","january",2018-01-01,172,18.27,0,"no product",0,0,0,7632
"784",10024250,"31-40",38,"technician","single","secondary",42,"yes","no","april",2018-04-01,195,75.23,0,"no product",0,0,0,12353
"786",10024252,"41-60",42,"management","divorced","tertiary",221,"yes","yes","june",2018-06-01,720,62.19,0,"no product",0,0,0,7632
"787",10024253,"31-40",32,"technician","divorced","secondary",210,"yes","no","july",2018-07-01,188,0,1,"mortgage",1,1,1,9753
"788",10024254,"41-60",46,"management","married","tertiary",0,"no","yes","august",2018-08-01,70,0,1,"mortgage",1,1,1,2257
"789",10024255,"18-30",29,"student","single","tertiary",185,"yes","no","september",2018-09-01,141,113.53,1,"unsecured ",1,1,1,12353
"790",10024256,"41-60",59,"retired","married","secondary",836,"yes","yes","october",2018-10-01,106,144.81,1,"unsecured ",1,1,1,2356
"791",10024257,"31-40",32,"blue-collar","single","secondary",301,"yes","no","november",2018-11-01,395,112.33,1,"unsecured ",1,1,1,7654
"792",10024258,"41-60",44,"blue-collar","married","primary",503,"yes","yes","december",2018-12-01,629,130.61,1,"unsecured ",1,1,1,7854
"793",10024259,"31-40",40,"retired","married","primary",407,"yes","no","january",2018-01-01,502,42.4,1,"unsecured ",1,1,1,6895
"794",10024260,"31-40",31,"blue-collar","single","secondary",53,"yes","no","february",2018-02-01,446,100.85,1,"unsecured ",1,1,1,7632
"795",10024261,"41-60",46,"self-employed","married","tertiary",2303,"yes","yes","march",2018-03-01,241,166.24,1,"unsecured ",1,1,1,9753
"796",10024262,"41-60",43,"management","married","tertiary",144,"yes","yes","april",2018-04-01,131,49.6,1,"unsecured ",1,1,1,2257
"797",10024263,"31-40",34,"services","married","secondary",205,"yes","no","may",2018-05-01,312,72.18,1,"unsecured ",1,1,1,12353
"798",10024264,"31-40",39,"management","married","tertiary",305,"yes","yes","june",2018-06-01,275,79.87,1,"unsecured ",1,1,1,2356
"799",10024265,"18-30",30,"blue-collar","divorced","secondary",251,"yes","no","july",2018-07-01,120,0,1,"unsecured ",1,1,1,7654
"800",10024266,"41-60",56,"retired","married","secondary",0,"yes","yes","august",2018-08-01,333,0,1,"unsecured ",1,1,1,7854
"801",10024267,"18-30",29,"technician","married","secondary",8,"no","no","september",2018-09-01,113,9.63,1,"unsecured ",1,1,1,8954
"802",10024268,"31-40",40,"blue-collar","divorced","secondary",139,"yes","no","october",2018-10-01,91,46.17,1,"unsecured ",1,1,1,3678
"803",10024269,"31-40",36,"services","married","secondary",184,"yes","no","november",2018-11-01,128,60.41,1,"mortgage",1,1,1,4853
"804",10024270,"31-40",37,"blue-collar","single","secondary",238,"yes","no","december",2018-12-01,200,0,1,"mortgage",1,1,1,8675
"805",10024271,"31-40",35,"admin.","married","secondary",0,"no","no","january",2018-01-01,326,0,1,"mortgage",1,1,1,9764
"806",10024272,"31-40",35,"blue-collar","married","primary",0,"yes","no","february",2018-02-01,292,0,1,"mortgage",1,1,1,2457
"807",10024273,"41-60",47,"services","married","primary",222,"yes","yes","march",2018-03-01,68,87.52,1,"mortgage",1,1,1,3678
"808",10024274,"31-40",31,"services","married","secondary",414,"yes","no","april",2018-04-01,215,87.71,1,"mortgage",1,1,1,9765
"809",10024275,"41-60",56,"retired","single","primary",223,"yes","no","may",2018-05-01,97,60.51,1,"mortgage",1,1,1,7543
"814",10024280,"18-30",29,"technician","single","tertiary",0,"yes","no","october",2018-10-01,104,0,1,"mortgage",1,1,1,7632
"815",10024281,"41-60",57,"services","married","secondary",1,"no","yes","november",2018-11-01,852,2.84,1,"mortgage",1,1,1,9753
"816",10024282,"41-60",45,"blue-collar","married","primary",97,"yes","yes","december",2018-12-01,923,59.3,1,"mortgage",1,1,1,4853
"817",10024283,"31-40",31,"blue-collar","single","primary",435,"yes","no","january",2018-01-01,159,0,1,"auto ",1,1,1,8675
"818",10024284,"31-40",31,"management","divorced","tertiary",0,"yes","no","february",2018-02-01,953,0,1,"auto ",1,1,1,9764
"819",10024285,"31-40",37,"technician","single","tertiary",147,"no","no","march",2018-03-01,416,6.06,1,"auto ",1,1,1,2457
"820",10024286,"18-30",30,"technician","single","tertiary",3,"yes","no","april",2018-04-01,174,16.65,1,"auto ",1,1,1,3678
"821",10024287,"41-60",58,"services","divorced","secondary",1109,"yes","no","may",2018-05-01,180,193.23,1,"auto ",1,1,1,9765
"822",10024288,"31-40",33,"services","married","secondary",404,"yes","no","june",2018-06-01,139,181.73,1,"auto ",1,1,1,7543
"823",10024289,"31-40",39,"blue-collar","married","primary",981,"yes","no","july",2018-07-01,294,88.13,1,"auto ",1,1,1,6689
"824",10024290,"31-40",33,"blue-collar","single","primary",95,"yes","no","august",2018-08-01,102,48.9,1,"auto ",1,1,1,4376
"827",10024293,"31-40",37,"services","single","secondary",259,"yes","no","november",2018-11-01,130,106.65,1,"auto ",1,1,1,9753
"828",10024294,"31-40",35,"blue-collar","married","secondary",527,"yes","no","december",2018-12-01,143,66.93,1,"auto ",1,1,1,2257
"829",10024295,"41-60",55,"retired","married","secondary",102,"yes","yes","january",2018-01-01,74,86.09,1,"auto ",1,1,1,6895
"830",10024296,"31-40",34,"management","single","tertiary",872,"yes","no","february",2018-02-01,105,188.7,1,"auto ",1,1,1,6895
"831",10024297,"31-40",40,"management","divorced","tertiary",490,"yes","no","march",2018-03-01,477,27.85,1,"auto ",1,1,1,7632
"832",10024298,"41-60",42,"blue-collar","single","primary",19,"yes","no","april",2018-04-01,158,5.03,1,"mortgage",1,1,1,6895
"833",10024299,"31-40",37,"blue-collar","married","secondary",16,"yes","no","may",2018-05-01,250,22.69,1,"mortgage",1,1,1,7632
"834",10024300,"41-60",42,"management","married","tertiary",386,"yes","yes","june",2018-06-01,168,131.67,1,"mortgage",1,1,1,9753
